panel_id,manufacturer,original_wattage,current_wattage,years_operating,degradation_rate,temperature,dust_level,efficiency,installation_date,farm,block,latitude,longitude
PANEL-00177,Panasonic,400,390.2,2,1.24,46.7,23.4,97.5,2016-04-04,"Bhadla Solar Park, Rajasthan",Block E2,27.5518,71.89287
PANEL-00178,SunPower,550,499.9,10,0.95,60.0,10.0,90.9,2023-01-03,"Bhadla Solar Park, Rajasthan",Block E3,27.5518,71.90263
PANEL-00179,Panasonic,400,378.0,8,0.71,45.2,19.7,94.5,2012-11-16,"Bhadla Solar Park, Rajasthan",Block E4,27.5518,71.91237
PANEL-00180,SunPower,500,491.1,2,0.9,48.2,8.7,98.2,2017-09-02,"Bhadla Solar Park, Rajasthan",Block E5,27.5518,71.92212
PANEL-00181,LG,500,441.5,10,1.24,40.7,11.3,88.3,2012-11-14,"Bhadla Solar Park, Rajasthan",Block E6,27.5518,71.93187
PANEL-00182,LG,550,499.8,10,0.95,37.5,12.5,90.9,2013-07-01,"Bhadla Solar Park, Rajasthan",Block E7,27.5518,71.94163
PANEL-00183,Trina,550,519.5,4,1.41,37.3,9.1,94.5,2015-04-09,"Bhadla Solar Park, Rajasthan",Block E8,27.5518,71.95137
PANEL-00184,Trina,400,356.9,10,1.13,37.3,2.1,89.2,2021-12-07,"Bhadla Solar Park, Rajasthan",Block F1,27.56307,71.88312
PANEL-00185,SunPower,400,372.8,7,1.0,28.9,14.9,93.2,2017-11-10,"Bhadla Solar Park, Rajasthan",Block F2,27.56307,71.89287
PANEL-00186,Canadian Solar,450,382.1,13,1.25,42.0,5.1,84.9,2020-04-08,"Bhadla Solar Park, Rajasthan",Block F3,27.56307,71.90263
PANEL-00187,Trina,400,400.0,0,0.54,38.6,11.8,100.0,2017-01-31,"Bhadla Solar Park, Rajasthan",Block F4,27.56307,71.91237
PANEL-00188,Panasonic,450,444.9,2,0.57,37.5,13.1,98.9,2012-09-26,"Bhadla Solar Park, Rajasthan",Block F5,27.56307,71.92212
PANEL-00189,Jinko,450,450.0,0,0.9,55.0,14.0,100.0,2013-03-02,"Bhadla Solar Park, Rajasthan",Block F6,27.56307,71.93187
PANEL-00190,SunPower,500,489.8,3,0.68,25.9,16.1,98.0,2017-03-16,"Bhadla Solar Park, Rajasthan",Block F7,27.56307,71.94163
PANEL-00191,Panasonic,400,400.0,0,0.53,32.2,3.9,100.0,2012-02-25,"Bhadla Solar Park, Rajasthan",Block F8,27.56307,71.95137
PANEL-00192,Panasonic,450,419.6,6,1.16,47.2,0.5,93.2,2017-08-04,"Bhadla Solar Park, Rajasthan",Block A1,27.5078,71.88508
PANEL-00193,Canadian Solar,450,437.9,4,0.68,28.7,16.3,97.3,2018-04-17,"Bhadla Solar Park, Rajasthan",Block A2,27.5078,71.89482
PANEL-00194,Canadian Solar,400,383.5,7,0.6,48.1,21.4,95.9,2019-09-15,"Bhadla Solar Park, Rajasthan",Block A3,27.5078,71.90458
PANEL-00195,Panasonic,550,480.5,15,0.9,30.6,16.7,87.4,2012-12-13,"Bhadla Solar Park, Rajasthan",Block A4,27.5078,71.91433
PANEL-00196,Trina,450,400.8,14,0.82,42.3,18.4,89.1,2018-01-05,"Bhadla Solar Park, Rajasthan",Block A5,27.5078,71.92408
PANEL-00197,LG,450,444.4,2,0.62,32.8,21.9,98.8,2023-01-27,"Bhadla Solar Park, Rajasthan",Block A6,27.5078,71.93382
PANEL-00198,LG,550,481.4,11,1.2,42.3,8.4,87.5,2022-10-18,"Bhadla Solar Park, Rajasthan",Block A7,27.5078,71.94358
PANEL-00199,SunPower,450,440.2,2,1.09,47.5,6.7,97.8,2024-06-14,"Bhadla Solar Park, Rajasthan",Block A8,27.5078,71.95333
PANEL-00200,Canadian Solar,500,469.0,5,1.27,49.5,5.5,93.8,2016-11-10,"Bhadla Solar Park, Rajasthan",Block B1,27.5188,71.88508
PANEL-00201,Jinko,450,421.9,5,1.28,36.4,2.9,93.8,2019-04-27,"Bhadla Solar Park, Rajasthan",Block B2,27.5188,71.89482
PANEL-00202,Panasonic,450,391.0,10,1.39,36.6,0.6,86.9,2019-08-11,"Bhadla Solar Park, Rajasthan",Block B3,27.5188,71.90458
PANEL-00203,Canadian Solar,400,367.9,8,1.04,53.5,15.8,92.0,2017-04-06,"Bhadla Solar Park, Rajasthan",Block B4,27.5188,71.91433
PANEL-00204,Jinko,400,380.0,8,0.64,27.1,6.8,95.0,2026-06-14,"Bhadla Solar Park, Rajasthan",Block B5,27.5188,71.92408
PANEL-00205,Jinko,450,419.1,5,1.41,41.0,2.9,93.1,2026-07-18,"Bhadla Solar Park, Rajasthan",Block B6,27.5188,71.93382
PANEL-00206,LG,550,534.6,5,0.57,39.3,18.0,97.2,2025-09-20,"Bhadla Solar Park, Rajasthan",Block B7,27.5188,71.94358
PANEL-00207,Panasonic,500,484.9,4,0.76,20.0,6.7,97.0,2013-06-10,"Bhadla Solar Park, Rajasthan",Block B8,27.5188,71.95333
PANEL-00208,LG,450,426.9,7,0.75,39.0,14.3,94.9,2017-02-23,"Bhadla Solar Park, Rajasthan",Block C1,27.5298,71.88508
PANEL-00209,SunPower,450,414.7,9,0.9,60.0,19.3,92.2,2016-09-19,"Bhadla Solar Park, Rajasthan",Block C2,27.5298,71.89482
PANEL-00210,Jinko,500,439.6,15,0.85,41.5,1.7,87.9,2016-02-11,"Bhadla Solar Park, Rajasthan",Block C3,27.5298,71.90458
PANEL-00211,Panasonic,400,374.5,7,0.94,37.8,22.9,93.6,2026-02-22,"Bhadla Solar Park, Rajasthan",Block C4,27.5298,71.91433
PANEL-00212,Panasonic,500,467.6,6,1.11,38.7,23.9,93.5,2014-05-01,"Bhadla Solar Park, Rajasthan",Block C5,27.5298,71.92408
PANEL-00213,Canadian Solar,550,528.7,4,0.98,45.6,6.7,96.1,2024-08-07,"Bhadla Solar Park, Rajasthan",Block C6,27.5298,71.93382
PANEL-00214,Canadian Solar,500,490.1,3,0.66,42.4,23.9,98.0,2025-05-03,"Bhadla Solar Park, Rajasthan",Block C7,27.5298,71.94358
PANEL-00215,SunPower,400,361.1,8,1.27,42.3,2.7,90.3,2020-03-28,"Bhadla Solar Park, Rajasthan",Block C8,27.5298,71.95333
PANEL-00216,Panasonic,450,450.0,0,0.91,47.7,11.5,100.0,2015-01-31,"Bhadla Solar Park, Rajasthan",Block D1,27.5408,71.88508
PANEL-00217,Trina,500,493.5,1,1.3,56.0,17.4,98.7,2016-12-08,"Bhadla Solar Park, Rajasthan",Block D2,27.5408,71.89482
PANEL-00218,SunPower,400,378.7,5,1.09,32.7,22.9,94.7,2018-06-06,"Bhadla Solar Park, Rajasthan",Block D3,27.5408,71.90458
PANEL-00219,Trina,550,550.0,0,1.45,37.5,11.2,100.0,2015-05-30,"Bhadla Solar Park, Rajasthan",Block D4,27.5408,71.91433
PANEL-00220,Panasonic,500,413.1,13,1.46,46.9,19.0,82.6,2020-01-10,"Bhadla Solar Park, Rajasthan",Block D5,27.5408,71.92408
PANEL-00221,Jinko,400,326.3,15,1.35,52.9,6.2,81.6,2012-05-24,"Bhadla Solar Park, Rajasthan",Block D6,27.5408,71.93382
PANEL-00222,Jinko,450,415.6,11,0.72,48.2,0.8,92.4,2024-12-07,"Bhadla Solar Park, Rajasthan",Block D7,27.5408,71.94358
PANEL-00223,Panasonic,400,381.2,6,0.8,41.3,23.1,95.3,2022-06-28,"Bhadla Solar Park, Rajasthan",Block D8,27.5408,71.95333
PANEL-00224,Canadian Solar,550,475.5,10,1.44,51.3,21.1,86.5,2014-05-05,"Bhadla Solar Park, Rajasthan",Block E1,27.5518,71.88508
PANEL-00225,SunPower,450,393.7,10,1.33,39.2,0.9,87.5,2023-06-02,"Bhadla Solar Park, Rajasthan",Block E2,27.5518,71.89482
PANEL-00226,Panasonic,550,522.5,7,0.73,29.6,18.1,95.0,2014-06-12,"Bhadla Solar Park, Rajasthan",Block E3,27.5518,71.90458
PANEL-00227,SunPower,500,476.0,6,0.82,52.8,13.5,95.2,2011-09-07,"Bhadla Solar Park, Rajasthan",Block E4,27.5518,71.91433
PANEL-00228,Trina,500,479.9,5,0.82,48.7,15.4,96.0,2017-01-05,"Bhadla Solar Park, Rajasthan",Block E5,27.5518,71.92408
PANEL-00229,Canadian Solar,400,377.5,6,0.96,42.8,24.8,94.4,2014-10-03,"Bhadla Solar Park, Rajasthan",Block E6,27.5518,71.93382
PANEL-00230,Canadian Solar,500,479.8,6,0.69,46.4,1.8,96.0,2024-06-05,"Bhadla Solar Park, Rajasthan",Block E7,27.5518,71.94358
PANEL-00231,Trina,500,491.8,3,0.55,38.3,2.2,98.4,2014-07-28,"Bhadla Solar Park, Rajasthan",Block E8,27.5518,71.95333
PANEL-00232,Canadian Solar,550,528.8,4,0.98,23.9,10.0,96.1,2024-02-19,"Bhadla Solar Park, Rajasthan",Block F1,27.56307,71.88508
PANEL-00233,Panasonic,550,483.2,14,0.92,45.7,18.4,87.9,2016-05-11,"Bhadla Solar Park, Rajasthan",Block F2,27.56307,71.89482
PANEL-00234,Canadian Solar,500,490.4,2,0.97,47.9,17.9,98.1,2014-08-22,"Bhadla Solar Park, Rajasthan",Block F3,27.56307,71.90458
PANEL-00235,Trina,450,422.8,8,0.78,35.5,22.8,94.0,2019-06-13,"Bhadla Solar Park, Rajasthan",Block F4,27.56307,71.91433
PANEL-00236,LG,550,485.7,14,0.88,29.3,23.7,88.3,2020-11-18,"Bhadla Solar Park, Rajasthan",Block F5,27.56307,71.92408
PANEL-00237,Canadian Solar,550,537.1,4,0.59,46.8,10.4,97.7,2022-08-25,"Bhadla Solar Park, Rajasthan",Block F6,27.56307,71.93382
PANEL-00238,Canadian Solar,450,367.1,14,1.44,60.0,4.2,81.6,2013-04-30,"Bhadla Solar Park, Rajasthan",Block F7,27.56307,71.94358
PANEL-00239,Trina,500,456.7,10,0.9,33.4,20.9,91.3,2011-10-16,"Bhadla Solar Park, Rajasthan",Block F8,27.56307,71.95333
PANEL-00240,Jinko,400,379.1,4,1.33,35.8,23.9,94.8,2016-02-16,"Bhadla Solar Park, Rajasthan",Block A1,27.51,71.87727
PANEL-00241,Panasonic,500,488.9,4,0.56,39.0,24.2,97.8,2019-03-01,"Bhadla Solar Park, Rajasthan",Block A2,27.51,71.88702
PANEL-00242,LG,550,490.2,8,1.43,54.2,17.4,89.1,2026-08-25,"Bhadla Solar Park, Rajasthan",Block A3,27.51,71.89677
PANEL-00243,Trina,500,432.4,15,0.96,34.3,15.6,86.5,2024-03-18,"Bhadla Solar Park, Rajasthan",Block A4,27.51,71.90653
PANEL-00244,Jinko,550,510.2,14,0.53,20.0,6.8,92.8,2023-04-27,"Bhadla Solar Park, Rajasthan",Block A5,27.51,71.91627
PANEL-00245,Jinko,450,403.6,8,1.35,31.2,0.9,89.7,2015-05-02,"Bhadla Solar Park, Rajasthan",Block A6,27.51,71.92602
PANEL-00246,Trina,550,505.4,8,1.05,38.2,9.3,91.9,2011-12-14,"Bhadla Solar Park, Rajasthan",Block A7,27.51,71.93577
PANEL-00247,Canadian Solar,450,440.2,4,0.55,32.0,13.3,97.8,2026-07-22,"Bhadla Solar Park, Rajasthan",Block A8,27.51,71.94553
PANEL-00248,Canadian Solar,400,374.0,11,0.61,49.1,14.3,93.5,2018-02-19,"Bhadla Solar Park, Rajasthan",Block B1,27.521,71.87727
PANEL-00249,Panasonic,500,494.8,1,1.04,40.4,21.6,99.0,2023-01-23,"Bhadla Solar Park, Rajasthan",Block B2,27.521,71.88702
PANEL-00250,SunPower,450,427.5,5,1.02,36.2,3.9,95.0,2021-12-27,"Bhadla Solar Park, Rajasthan",Block B3,27.521,71.89677
PANEL-00251,Canadian Solar,500,425.4,12,1.34,45.5,17.4,85.1,2012-03-04,"Bhadla Solar Park, Rajasthan",Block B4,27.521,71.90653
PANEL-00252,LG,450,435.1,3,1.12,33.5,22.0,96.7,2024-05-24,"Bhadla Solar Park, Rajasthan",Block B5,27.521,71.91627
PANEL-00253,LG,400,383.4,8,0.53,44.8,20.6,95.8,2019-03-18,"Bhadla Solar Park, Rajasthan",Block B6,27.521,71.92602
PANEL-00254,SunPower,450,418.3,10,0.73,55.7,6.5,93.0,2021-03-21,"Bhadla Solar Park, Rajasthan",Block B7,27.521,71.93577
PANEL-00255,Jinko,400,366.4,15,0.58,43.4,8.2,91.6,2012-01-01,"Bhadla Solar Park, Rajasthan",Block B8,27.521,71.94553
PANEL-00256,Jinko,550,550.0,0,0.62,37.8,7.1,100.0,2016-12-31,"Bhadla Solar Park, Rajasthan",Block C1,27.532,71.87727
PANEL-00257,Canadian Solar,450,413.6,9,0.93,41.9,21.0,91.9,2022-09-22,"Bhadla Solar Park, Rajasthan",Block C2,27.532,71.88702
PANEL-00258,Canadian Solar,550,510.3,11,0.68,47.7,4.3,92.8,2014-02-12,"Bhadla Solar Park, Rajasthan",Block C3,27.532,71.89677
PANEL-00259,Jinko,550,542.0,1,1.45,46.8,4.2,98.5,2024-02-22,"Bhadla Solar Park, Rajasthan",Block C4,27.532,71.90653
PANEL-00260,LG,450,450.0,0,1.08,52.0,1.1,100.0,2020-03-18,"Bhadla Solar Park, Rajasthan",Block C5,27.532,71.91627
PANEL-00261,Canadian Solar,400,329.8,13,1.47,24.8,24.2,82.5,2016-05-24,"Bhadla Solar Park, Rajasthan",Block C6,27.532,71.92602
PANEL-00262,SunPower,550,516.3,10,0.63,55.7,17.1,93.9,2016-10-09,"Bhadla Solar Park, Rajasthan",Block C7,27.532,71.93577
PANEL-00263,LG,450,446.5,1,0.77,39.3,24.9,99.2,2026-07-20,"Bhadla Solar Park, Rajasthan",Block C8,27.532,71.94553
PANEL-00264,Canadian Solar,550,458.3,14,1.29,29.8,2.1,83.3,2012-10-10,"Bhadla Solar Park, Rajasthan",Block D1,27.543,71.87727
PANEL-00265,SunPower,450,434.6,3,1.15,47.1,6.8,96.6,2018-09-22,"Bhadla Solar Park, Rajasthan",Block D2,27.543,71.88702
PANEL-00266,SunPower,550,505.2,13,0.65,46.5,10.5,91.9,2015-08-19,"Bhadla Solar Park, Rajasthan",Block D3,27.543,71.89677
PANEL-00267,LG,550,535.3,3,0.9,39.0,6.9,97.3,2013-11-18,"Bhadla Solar Park, Rajasthan",Block D4,27.543,71.90653
PANEL-00268,Canadian Solar,500,436.6,11,1.22,32.2,21.7,87.3,2024-06-27,"Bhadla Solar Park, Rajasthan",Block D5,27.543,71.91627
PANEL-00269,Jinko,550,489.0,11,1.06,46.4,11.8,88.9,2016-10-08,"Bhadla Solar Park, Rajasthan",Block D6,27.543,71.92602
PANEL-00270,Trina,550,525.1,7,0.66,38.4,13.3,95.5,2014-06-27,"Bhadla Solar Park, Rajasthan",Block D7,27.543,71.93577
PANEL-00271,LG,550,488.0,15,0.79,28.1,22.8,88.7,2014-05-29,"Bhadla Solar Park, Rajasthan",Block D8,27.543,71.94553
PANEL-00272,Jinko,500,493.2,2,0.69,56.4,6.2,98.6,2025-03-25,"Bhadla Solar Park, Rajasthan",Block E1,27.554,71.87727
PANEL-00273,LG,500,482.1,5,0.73,55.0,4.0,96.4,2012-08-31,"Bhadla Solar Park, Rajasthan",Block E2,27.554,71.88702
PANEL-00274,Trina,550,533.3,4,0.77,33.7,11.4,97.0,2015-03-31,"Bhadla Solar Park, Rajasthan",Block E3,27.554,71.89677
PANEL-00275,Canadian Solar,450,439.8,4,0.57,50.0,9.8,97.7,2022-11-07,"Bhadla Solar Park, Rajasthan",Block E4,27.554,71.90653
PANEL-00276,Panasonic,550,471.1,14,1.1,50.2,21.5,85.7,2015-03-01,"Bhadla Solar Park, Rajasthan",Block E5,27.554,71.91627
PANEL-00277,SunPower,500,478.8,8,0.54,29.1,12.0,95.8,2012-05-25,"Bhadla Solar Park, Rajasthan",Block E6,27.554,71.92602
PANEL-00278,LG,500,471.1,8,0.74,60.0,17.6,94.2,2024-09-13,"Bhadla Solar Park, Rajasthan",Block E7,27.554,71.93577
PANEL-00279,Panasonic,500,482.4,7,0.51,39.8,8.2,96.5,2026-08-26,"Bhadla Solar Park, Rajasthan",Block E8,27.554,71.94553
PANEL-00280,Trina,400,400.0,0,0.59,37.3,2.0,100.0,2024-02-22,"Bhadla Solar Park, Rajasthan",Block F1,27.56582,71.87727
PANEL-00281,LG,450,433.2,6,0.63,39.1,14.2,96.3,2021-12-22,"Bhadla Solar Park, Rajasthan",Block F2,27.56582,71.88702
PANEL-00282,LG,550,488.9,9,1.3,35.1,2.6,88.9,2025-10-15,"Bhadla Solar Park, Rajasthan",Block F3,27.56582,71.89677
PANEL-00283,Canadian Solar,450,437.5,2,1.4,35.6,14.9,97.2,2018-01-17,"Bhadla Solar Park, Rajasthan",Block F4,27.56582,71.90653
PANEL-00284,Canadian Solar,450,420.8,6,1.11,43.7,23.7,93.5,2017-05-17,"Bhadla Solar Park, Rajasthan",Block F5,27.56582,71.91627
PANEL-00285,SunPower,550,536.3,3,0.84,38.3,20.4,97.5,2021-01-11,"Bhadla Solar Park, Rajasthan",Block F6,27.56582,71.92602
PANEL-00286,Jinko,500,434.5,10,1.39,53.2,11.3,86.9,2025-03-31,"Bhadla Solar Park, Rajasthan",Block F7,27.56582,71.93577
PANEL-00287,Trina,550,476.0,14,1.03,42.0,18.3,86.5,2012-10-13,"Bhadla Solar Park, Rajasthan",Block F8,27.56582,71.94553
PANEL-00288,Jinko,400,397.8,1,0.56,33.5,21.8,99.5,2020-09-18,"Bhadla Solar Park, Rajasthan",Block A1,27.51,71.87923
PANEL-00289,LG,550,533.9,2,1.48,35.2,8.4,97.1,2021-05-18,"Bhadla Solar Park, Rajasthan",Block A2,27.51,71.88898
PANEL-00290,Jinko,400,342.3,12,1.29,39.8,13.9,85.6,2024-11-04,"Bhadla Solar Park, Rajasthan",Block A3,27.51,71.89872
PANEL-00291,Trina,550,517.8,4,1.5,60.0,24.4,94.1,2018-07-09,"Bhadla Solar Park, Rajasthan",Block A4,27.51,71.90848
PANEL-00292,Jinko,400,368.6,9,0.9,35.9,5.1,92.2,2024-03-08,"Bhadla Solar Park, Rajasthan",Block A5,27.51,71.91823
PANEL-00293,Panasonic,500,464.1,11,0.67,25.9,24.0,92.8,2021-03-29,"Bhadla Solar Park, Rajasthan",Block A6,27.51,71.92798
PANEL-00294,Jinko,550,467.4,12,1.35,53.8,19.2,85.0,2024-01-15,"Bhadla Solar Park, Rajasthan",Block A7,27.51,71.93773
PANEL-00295,Trina,450,418.1,7,1.04,47.6,12.8,92.9,2023-03-03,"Bhadla Solar Park, Rajasthan",Block A8,27.51,71.94748
PANEL-00296,Jinko,450,434.1,4,0.9,55.1,19.8,96.5,2014-08-20,"Bhadla Solar Park, Rajasthan",Block B1,27.521,71.87923
PANEL-00297,Panasonic,550,480.4,9,1.49,56.4,7.1,87.3,2013-09-12,"Bhadla Solar Park, Rajasthan",Block B2,27.521,71.88898
PANEL-00298,Jinko,400,362.8,11,0.88,52.5,5.9,90.7,2013-04-08,"Bhadla Solar Park, Rajasthan",Block B3,27.521,71.89872
PANEL-00299,Jinko,500,469.2,7,0.91,38.7,15.0,93.8,2017-06-06,"Bhadla Solar Park, Rajasthan",Block B4,27.521,71.90848
PANEL-00300,Canadian Solar,550,499.4,11,0.87,20.0,1.7,90.8,2013-12-05,"Bhadla Solar Park, Rajasthan",Block B5,27.521,71.91823
PANEL-00301,Canadian Solar,450,416.3,13,0.6,43.8,10.1,92.5,2026-08-14,"Bhadla Solar Park, Rajasthan",Block B6,27.521,71.92798
PANEL-00302,Jinko,450,417.1,7,1.08,33.1,16.3,92.7,2015-11-25,"Bhadla Solar Park, Rajasthan",Block B7,27.521,71.93773
PANEL-00303,Trina,400,372.1,8,0.9,42.8,21.4,93.0,2014-09-23,"Bhadla Solar Park, Rajasthan",Block B8,27.521,71.94748
PANEL-00304,Jinko,400,343.2,14,1.09,23.8,5.9,85.8,2017-03-01,"Bhadla Solar Park, Rajasthan",Block C1,27.532,71.87923
PANEL-00305,SunPower,550,522.3,9,0.57,55.5,4.2,95.0,2021-03-13,"Bhadla Solar Park, Rajasthan",Block C2,27.532,71.88898
PANEL-00306,LG,550,497.2,12,0.84,37.4,6.2,90.4,2020-03-11,"Bhadla Solar Park, Rajasthan",Block C3,27.532,71.89872
PANEL-00307,LG,400,351.4,15,0.86,52.3,9.5,87.8,2017-12-14,"Bhadla Solar Park, Rajasthan",Block C4,27.532,71.90848
PANEL-00308,Panasonic,550,531.4,4,0.86,54.9,17.6,96.6,2020-08-15,"Bhadla Solar Park, Rajasthan",Block C5,27.532,71.91823
PANEL-00309,Panasonic,450,371.1,14,1.37,41.8,5.1,82.5,2024-01-14,"Bhadla Solar Park, Rajasthan",Block C6,27.532,71.92798
PANEL-00310,Jinko,500,488.5,3,0.77,40.5,23.4,97.7,2018-11-13,"Bhadla Solar Park, Rajasthan",Block C7,27.532,71.93773
PANEL-00311,Panasonic,550,550.0,0,0.62,33.1,11.3,100.0,2016-03-04,"Bhadla Solar Park, Rajasthan",Block C8,27.532,71.94748
PANEL-00312,Panasonic,550,506.7,10,0.82,34.1,3.7,92.1,2019-02-25,"Bhadla Solar Park, Rajasthan",Block D1,27.543,71.87923
PANEL-00313,Panasonic,400,394.1,1,1.47,40.1,0.1,98.5,2015-07-11,"Bhadla Solar Park, Rajasthan",Block D2,27.543,71.88898
PANEL-00314,Jinko,400,365.0,8,1.14,38.7,12.9,91.2,2017-10-04,"Bhadla Solar Park, Rajasthan",Block D3,27.543,71.89872
PANEL-00315,Canadian Solar,400,372.8,6,1.17,50.9,3.5,93.2,2014-08-07,"Bhadla Solar Park, Rajasthan",Block D4,27.543,71.90848
PANEL-00316,Panasonic,450,362.0,15,1.44,32.7,4.7,80.4,2023-11-17,"Bhadla Solar Park, Rajasthan",Block D5,27.543,71.91823
PANEL-00317,Canadian Solar,400,382.0,7,0.66,45.1,5.9,95.5,2022-07-01,"Bhadla Solar Park, Rajasthan",Block D6,27.543,71.92798
PANEL-00318,Canadian Solar,400,385.1,5,0.76,39.0,6.1,96.3,2016-06-21,"Bhadla Solar Park, Rajasthan",Block D7,27.543,71.93773
PANEL-00319,SunPower,450,387.1,14,1.07,39.7,0.8,86.0,2021-07-21,"Bhadla Solar Park, Rajasthan",Block D8,27.543,71.94748
PANEL-00320,LG,400,363.5,8,1.19,29.2,16.5,90.9,2018-02-06,"Bhadla Solar Park, Rajasthan",Block E1,27.554,71.87923
PANEL-00321,Trina,450,378.3,15,1.15,46.7,2.7,84.1,2017-08-23,"Bhadla Solar Park, Rajasthan",Block E2,27.554,71.88898
PANEL-00322,LG,450,443.3,1,1.5,50.1,19.6,98.5,2017-10-23,"Bhadla Solar Park, Rajasthan",Block E3,27.554,71.89872
PANEL-00323,Jinko,400,380.9,8,0.61,37.5,16.3,95.2,2017-12-19,"Bhadla Solar Park, Rajasthan",Block E4,27.554,71.90848
PANEL-00324,Trina,450,373.4,13,1.43,49.0,21.9,83.0,2024-04-29,"Bhadla Solar Park, Rajasthan",Block E5,27.554,71.91823
PANEL-00325,Jinko,500,426.4,12,1.32,38.6,3.0,85.3,2024-05-28,"Bhadla Solar Park, Rajasthan",Block E6,27.554,71.92798
PANEL-00326,Panasonic,450,436.5,6,0.51,29.0,9.9,97.0,2024-02-23,"Bhadla Solar Park, Rajasthan",Block E7,27.554,71.93773
PANEL-00327,Trina,400,392.9,2,0.89,25.6,11.2,98.2,2014-08-10,"Bhadla Solar Park, Rajasthan",Block E8,27.554,71.94748
PANEL-00328,LG,500,438.4,15,0.87,56.4,15.5,87.7,2018-06-21,"Bhadla Solar Park, Rajasthan",Block F1,27.56582,71.87923
PANEL-00329,SunPower,400,372.7,8,0.88,50.1,21.6,93.2,2018-10-25,"Bhadla Solar Park, Rajasthan",Block F2,27.56582,71.88898
PANEL-00330,Panasonic,550,544.6,1,0.98,26.1,14.5,99.0,2017-06-04,"Bhadla Solar Park, Rajasthan",Block F3,27.56582,71.89872
PANEL-00331,Jinko,450,435.2,3,1.11,23.5,19.1,96.7,2011-09-30,"Bhadla Solar Park, Rajasthan",Block F4,27.56582,71.90848
PANEL-00332,SunPower,450,383.7,13,1.22,47.6,6.1,85.3,2024-09-12,"Bhadla Solar Park, Rajasthan",Block F5,27.56582,71.91823
PANEL-00333,SunPower,500,494.4,2,0.56,42.8,23.4,98.9,2014-02-26,"Bhadla Solar Park, Rajasthan",Block F6,27.56582,71.92798
PANEL-00334,Canadian Solar,400,395.2,2,0.6,23.1,7.1,98.8,2016-10-08,"Bhadla Solar Park, Rajasthan",Block F7,27.56582,71.93773
PANEL-00335,Trina,400,341.7,12,1.3,39.0,13.5,85.4,2026-05-14,"Bhadla Solar Park, Rajasthan",Block F8,27.56582,71.94748
PANEL-00336,Panasonic,550,530.2,3,1.22,43.2,20.6,96.4,2014-06-26,"Bhadla Solar Park, Rajasthan",Block A1,27.51,71.88117
PANEL-00337,Canadian Solar,500,469.7,10,0.62,39.3,21.5,93.9,2012-07-13,"Bhadla Solar Park, Rajasthan",Block A2,27.51,71.89092
PANEL-00338,SunPower,500,460.4,12,0.68,49.5,4.6,92.1,2012-11-01,"Bhadla Solar Park, Rajasthan",Block A3,27.51,71.90068
PANEL-00339,SunPower,550,534.9,3,0.92,33.4,2.2,97.3,2021-08-08,"Bhadla Solar Park, Rajasthan",Block A4,27.51,71.91043
PANEL-00340,Jinko,400,400.0,0,0.87,30.0,0.1,100.0,2023-02-04,"Bhadla Solar Park, Rajasthan",Block A5,27.51,71.92018
PANEL-00341,Jinko,500,473.3,5,1.09,40.7,19.8,94.7,2026-08-18,"Bhadla Solar Park, Rajasthan",Block A6,27.51,71.92992
PANEL-00342,Canadian Solar,550,515.9,7,0.91,27.6,19.5,93.8,2015-04-22,"Bhadla Solar Park, Rajasthan",Block A7,27.51,71.93967
PANEL-00343,Canadian Solar,450,410.0,7,1.32,33.1,10.6,91.1,2017-09-10,"Bhadla Solar Park, Rajasthan",Block A8,27.51,71.94943
PANEL-00344,Jinko,450,429.0,8,0.6,31.6,14.7,95.3,2022-04-26,"Bhadla Solar Park, Rajasthan",Block B1,27.521,71.88117
PANEL-00345,Canadian Solar,500,486.4,2,1.37,60.0,11.8,97.3,2024-11-04,"Bhadla Solar Park, Rajasthan",Block B2,27.521,71.89092
PANEL-00346,Trina,550,486.7,15,0.81,33.0,15.9,88.5,2024-01-02,"Bhadla Solar Park, Rajasthan",Block B3,27.521,71.90068
PANEL-00347,Jinko,550,474.3,13,1.13,33.6,1.5,86.2,2012-12-02,"Bhadla Solar Park, Rajasthan",Block B4,27.521,71.91043
PANEL-00348,Canadian Solar,500,496.1,1,0.77,56.7,11.1,99.2,2015-09-06,"Bhadla Solar Park, Rajasthan",Block B5,27.521,71.92018
PANEL-00349,Panasonic,450,450.0,0,0.52,49.2,8.5,100.0,2020-03-22,"Bhadla Solar Park, Rajasthan",Block B6,27.521,71.92992
PANEL-00350,SunPower,500,489.0,2,1.1,46.8,19.3,97.8,2015-05-06,"Bhadla Solar Park, Rajasthan",Block B7,27.521,71.93967
PANEL-00351,Jinko,450,415.1,7,1.15,37.3,14.9,92.2,2026-06-16,"Bhadla Solar Park, Rajasthan",Block B8,27.521,71.94943
PANEL-00352,Jinko,550,517.5,7,0.87,51.6,11.1,94.1,2016-06-27,"Bhadla Solar Park, Rajasthan",Block C1,27.532,71.88117
PANEL-00353,Panasonic,400,346.4,11,1.3,24.5,5.8,86.6,2018-12-04,"Bhadla Solar Park, Rajasthan",Block C2,27.532,71.89092
PANEL-00354,Jinko,500,473.3,5,1.09,29.0,11.4,94.7,2025-09-20,"Bhadla Solar Park, Rajasthan",Block C3,27.532,71.90068
PANEL-00355,LG,550,535.0,5,0.55,47.3,9.5,97.3,2019-05-15,"Bhadla Solar Park, Rajasthan",Block C4,27.532,71.91043
